hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000022,Carcinoma in situ of the breast,Females,2021,23,Highland
S08000022,Colorectal cancer,All,1997,245,Highland
S08000022,Colorectal cancer,All,1998,215,Highland
S08000022,Colorectal cancer,All,1999,222,Highland
S08000022,Colorectal cancer,All,2000,251,Highland
S08000022,Colorectal cancer,All,2001,247,Highland
S08000022,Colorectal cancer,All,2002,230,Highland
S08000022,Colorectal cancer,All,2003,210,Highland
S08000022,Colorectal cancer,All,2004,228,Highland
S08000022,Colorectal cancer,All,2005,234,Highland
S08000022,Colorectal cancer,All,2006,244,Highland
S08000022,Colorectal cancer,All,2007,269,Highland
S08000022,Colorectal cancer,All,2008,253,Highland
S08000022,Colorectal cancer,All,2009,294,Highland
S08000022,Colorectal cancer,All,2010,295,Highland
S08000022,Colorectal cancer,All,2011,272,Highland
S08000022,Colorectal cancer,All,2012,270,Highland
S08000022,Colorectal cancer,All,2013,274,Highland
S08000022,Colorectal cancer,All,2014,227,Highland
S08000022,Colorectal cancer,All,2015,288,Highland
S08000022,Colorectal cancer,All,2016,250,Highland
S08000022,Colorectal cancer,All,2017,265,Highland
S08000022,Colorectal cancer,All,2018,275,Highland
S08000022,Colorectal cancer,All,2019,331,Highland
S08000022,Colorectal cancer,All,2020,249,Highland
S08000022,Colorectal cancer,All,2021,324,Highland
S08000022,Colorectal cancer,Male,1997,129,Highland
S08000022,Colorectal cancer,Male,1998,114,Highland
S08000022,Colorectal cancer,Male,1999,119,Highland
S08000022,Colorectal cancer,Male,2000,132,Highland
S08000022,Colorectal cancer,Male,2001,133,Highland
S08000022,Colorectal cancer,Male,2002,118,Highland
S08000022,Colorectal cancer,Male,2003,111,Highland
S08000022,Colorectal cancer,Male,2004,127,Highland
S08000022,Colorectal cancer,Male,2005,129,Highland
S08000022,Colorectal cancer,Male,2006,141,Highland
S08000022,Colorectal cancer,Male,2007,148,Highland
S08000022,Colorectal cancer,Male,2008,134,Highland
S08000022,Colorectal cancer,Male,2009,160,Highland
S08000022,Colorectal cancer,Male,2010,166,Highland
S08000022,Colorectal cancer,Male,2011,164,Highland
S08000022,Colorectal cancer,Male,2012,147,Highland
S08000022,Colorectal cancer,Male,2013,163,Highland
S08000022,Colorectal cancer,Male,2014,137,Highland
S08000022,Colorectal cancer,Male,2015,160,Highland
S08000022,Colorectal cancer,Male,2016,128,Highland
S08000022,Colorectal cancer,Male,2017,153,Highland
S08000022,Colorectal cancer,Male,2018,144,Highland
S08000022,Colorectal cancer,Male,2019,169,Highland
S08000022,Colorectal cancer,Male,2020,129,Highland
S08000022,Colorectal cancer,Male,2021,186,Highland
S08000022,Colorectal cancer,Females,1997,116,Highland
S08000022,Colorectal cancer,Females,1998,101,Highland
S08000022,Colorectal cancer,Females,1999,103,Highland
S08000022,Colorectal cancer,Females,2000,119,Highland
S08000022,Colorectal cancer,Females,2001,114,Highland
S08000022,Colorectal cancer,Females,2002,112,Highland
S08000022,Colorectal cancer,Females,2003,99,Highland
S08000022,Colorectal cancer,Females,2004,101,Highland
S08000022,Colorectal cancer,Females,2005,105,Highland
S08000022,Colorectal cancer,Females,2006,103,Highland
S08000022,Colorectal cancer,Females,2007,121,Highland
S08000022,Colorectal cancer,Females,2008,119,Highland
S08000022,Colorectal cancer,Females,2009,134,Highland
S08000022,Colorectal cancer,Females,2010,129,Highland
S08000022,Colorectal cancer,Females,2011,108,Highland
S08000022,Colorectal cancer,Females,2012,123,Highland
S08000022,Colorectal cancer,Females,2013,111,Highland
S08000022,Colorectal cancer,Females,2014,90,Highland
S08000022,Colorectal cancer,Females,2015,128,Highland
S08000022,Colorectal cancer,Females,2016,122,Highland
S08000022,Colorectal cancer,Females,2017,112,Highland
S08000022,Colorectal cancer,Females,2018,131,Highland
S08000022,Colorectal cancer,Females,2019,162,Highland
S08000022,Colorectal cancer,Females,2020,120,Highland
S08000022,Colorectal cancer,Females,2021,138,Highland
S08000022,Colon,All,1997,162,Highland
S08000022,Colon,All,1998,152,Highland
S08000022,Colon,All,1999,146,Highland
S08000022,Colon,All,2000,176,Highland
S08000022,Colon,All,2001,161,Highland
S08000022,Colon,All,2002,158,Highland
S08000022,Colon,All,2003,149,Highland
S08000022,Colon,All,2004,142,Highland
S08000022,Colon,All,2005,152,Highland
S08000022,Colon,All,2006,159,Highland
S08000022,Colon,All,2007,188,Highland
S08000022,Colon,All,2008,185,Highland
S08000022,Colon,All,2009,191,Highland
S08000022,Colon,All,2010,187,Highland
S08000022,Colon,All,2011,194,Highland
S08000022,Colon,All,2012,188,Highland
S08000022,Colon,All,2013,189,Highland
S08000022,Colon,All,2014,155,Highland
S08000022,Colon,All,2015,212,Highland
S08000022,Colon,All,2016,159,Highland
S08000022,Colon,All,2017,186,Highland
S08000022,Colon,All,2018,200,Highland
S08000022,Colon,All,2019,250,Highland
S08000022,Colon,All,2020,184,Highland
S08000022,Colon,All,2021,237,Highland
S08000022,Colon,Male,1997,86,Highland
S08000022,Colon,Male,1998,80,Highland
S08000022,Colon,Male,1999,80,Highland
S08000022,Colon,Male,2000,90,Highland
S08000022,Colon,Male,2001,81,Highland
S08000022,Colon,Male,2002,73,Highland
S08000022,Colon,Male,2003,76,Highland
S08000022,Colon,Male,2004,75,Highland
S08000022,Colon,Male,2005,80,Highland
S08000022,Colon,Male,2006,89,Highland
S08000022,Colon,Male,2007,97,Highland
S08000022,Colon,Male,2008,96,Highland
S08000022,Colon,Male,2009,100,Highland
S08000022,Colon,Male,2010,90,Highland
S08000022,Colon,Male,2011,110,Highland
S08000022,Colon,Male,2012,97,Highland
S08000022,Colon,Male,2013,110,Highland
S08000022,Colon,Male,2014,86,Highland
S08000022,Colon,Male,2015,111,Highland
S08000022,Colon,Male,2016,76,Highland
S08000022,Colon,Male,2017,101,Highland
S08000022,Colon,Male,2018,89,Highland
S08000022,Colon,Male,2019,120,Highland
S08000022,Colon,Male,2020,93,Highland
S08000022,Colon,Male,2021,128,Highland
S08000022,Colon,Females,1997,76,Highland
S08000022,Colon,Females,1998,72,Highland
S08000022,Colon,Females,1999,66,Highland
S08000022,Colon,Females,2000,86,Highland
S08000022,Colon,Females,2001,80,Highland
S08000022,Colon,Females,2002,85,Highland
S08000022,Colon,Females,2003,73,Highland
S08000022,Colon,Females,2004,67,Highland
S08000022,Colon,Females,2005,72,Highland
S08000022,Colon,Females,2006,70,Highland
S08000022,Colon,Females,2007,91,Highland
S08000022,Colon,Females,2008,89,Highland
S08000022,Colon,Females,2009,91,Highland
S08000022,Colon,Females,2010,97,Highland
S08000022,Colon,Females,2011,84,Highland
S08000022,Colon,Females,2012,91,Highland
S08000022,Colon,Females,2013,79,Highland
S08000022,Colon,Females,2014,69,Highland
S08000022,Colon,Females,2015,101,Highland
S08000022,Colon,Females,2016,83,Highland
S08000022,Colon,Females,2017,85,Highland
S08000022,Colon,Females,2018,111,Highland
S08000022,Colon,Females,2019,130,Highland
S08000022,Colon,Females,2020,91,Highland
S08000022,Colon,Females,2021,109,Highland
S08000022,Rectum and rectosigmoid junction,All,1997,83,Highland
S08000022,Rectum and rectosigmoid junction,All,1998,63,Highland
S08000022,Rectum and rectosigmoid junction,All,1999,76,Highland
S08000022,Rectum and rectosigmoid junction,All,2000,75,Highland
S08000022,Rectum and rectosigmoid junction,All,2001,86,Highland
S08000022,Rectum and rectosigmoid junction,All,2002,72,Highland
S08000022,Rectum and rectosigmoid junction,All,2003,61,Highland
S08000022,Rectum and rectosigmoid junction,All,2004,86,Highland
S08000022,Rectum and rectosigmoid junction,All,2005,82,Highland
S08000022,Rectum and rectosigmoid junction,All,2006,85,Highland
S08000022,Rectum and rectosigmoid junction,All,2007,81,Highland
S08000022,Rectum and rectosigmoid junction,All,2008,68,Highland
S08000022,Rectum and rectosigmoid junction,All,2009,103,Highland
S08000022,Rectum and rectosigmoid junction,All,2010,108,Highland
S08000022,Rectum and rectosigmoid junction,All,2011,78,Highland
S08000022,Rectum and rectosigmoid junction,All,2012,82,Highland
S08000022,Rectum and rectosigmoid junction,All,2013,85,Highland
S08000022,Rectum and rectosigmoid junction,All,2014,72,Highland
S08000022,Rectum and rectosigmoid junction,All,2015,76,Highland
S08000022,Rectum and rectosigmoid junction,All,2016,91,Highland
S08000022,Rectum and rectosigmoid junction,All,2017,79,Highland
S08000022,Rectum and rectosigmoid junction,All,2018,75,Highland
S08000022,Rectum and rectosigmoid junction,All,2019,81,Highland
S08000022,Rectum and rectosigmoid junction,All,2020,65,Highland
S08000022,Rectum and rectosigmoid junction,All,2021,87,Highland
S08000022,Rectum and rectosigmoid junction,Male,1997,43,Highland
S08000022,Rectum and rectosigmoid junction,Male,1998,34,Highland
S08000022,Rectum and rectosigmoid junction,Male,1999,39,Highland
S08000022,Rectum and rectosigmoid junction,Male,2000,42,Highland
S08000022,Rectum and rectosigmoid junction,Male,2001,52,Highland
S08000022,Rectum and rectosigmoid junction,Male,2002,45,Highland
S08000022,Rectum and rectosigmoid junction,Male,2003,35,Highland
S08000022,Rectum and rectosigmoid junction,Male,2004,52,Highland
S08000022,Rectum and rectosigmoid junction,Male,2005,49,Highland
S08000022,Rectum and rectosigmoid junction,Male,2006,52,Highland
S08000022,Rectum and rectosigmoid junction,Male,2007,51,Highland
S08000022,Rectum and rectosigmoid junction,Male,2008,38,Highland
S08000022,Rectum and rectosigmoid junction,Male,2009,60,Highland
S08000022,Rectum and rectosigmoid junction,Male,2010,76,Highland
S08000022,Rectum and rectosigmoid junction,Male,2011,54,Highland
S08000022,Rectum and rectosigmoid junction,Male,2012,50,Highland
S08000022,Rectum and rectosigmoid junction,Male,2013,53,Highland
S08000022,Rectum and rectosigmoid junction,Male,2014,51,Highland
S08000022,Rectum and rectosigmoid junction,Male,2015,49,Highland
S08000022,Rectum and rectosigmoid junction,Male,2016,52,Highland
S08000022,Rectum and rectosigmoid junction,Male,2017,52,Highland
S08000022,Rectum and rectosigmoid junction,Male,2018,55,Highland
S08000022,Rectum and rectosigmoid junction,Male,2019,49,Highland
S08000022,Rectum and rectosigmoid junction,Male,2020,36,Highland
S08000022,Rectum and rectosigmoid junction,Male,2021,58,Highland
S08000022,Rectum and rectosigmoid junction,Females,1997,40,Highland
S08000022,Rectum and rectosigmoid junction,Females,1998,29,Highland
S08000022,Rectum and rectosigmoid junction,Females,1999,37,Highland
S08000022,Rectum and rectosigmoid junction,Females,2000,33,Highland
S08000022,Rectum and rectosigmoid junction,Females,2001,34,Highland
S08000022,Rectum and rectosigmoid junction,Females,2002,27,Highland
S08000022,Rectum and rectosigmoid junction,Females,2003,26,Highland
S08000022,Rectum and rectosigmoid junction,Females,2004,34,Highland
S08000022,Rectum and rectosigmoid junction,Females,2005,33,Highland
S08000022,Rectum and rectosigmoid junction,Females,2006,33,Highland
S08000022,Rectum and rectosigmoid junction,Females,2007,30,Highland
S08000022,Rectum and rectosigmoid junction,Females,2008,30,Highland
S08000022,Rectum and rectosigmoid junction,Females,2009,43,Highland
S08000022,Rectum and rectosigmoid junction,Females,2010,32,Highland
S08000022,Rectum and rectosigmoid junction,Females,2011,24,Highland
S08000022,Rectum and rectosigmoid junction,Females,2012,32,Highland
S08000022,Rectum and rectosigmoid junction,Females,2013,32,Highland
S08000022,Rectum and rectosigmoid junction,Females,2014,21,Highland
S08000022,Rectum and rectosigmoid junction,Females,2015,27,Highland
S08000022,Rectum and rectosigmoid junction,Females,2016,39,Highland
S08000022,Rectum and rectosigmoid junction,Females,2017,27,Highland
S08000022,Rectum and rectosigmoid junction,Females,2018,20,Highland
S08000022,Rectum and rectosigmoid junction,Females,2019,32,Highland
S08000022,Rectum and rectosigmoid junction,Females,2020,29,Highland
S08000022,Rectum and rectosigmoid junction,Females,2021,29,Highland
S08000022,Cervix uteri,Females,1997,24,Highland
S08000022,Cervix uteri,Females,1998,26,Highland
S08000022,Cervix uteri,Females,1999,23,Highland
S08000022,Cervix uteri,Females,2000,17,Highland
S08000022,Cervix uteri,Females,2001,22,Highland
S08000022,Cervix uteri,Females,2002,15,Highland
S08000022,Cervix uteri,Females,2003,16,Highland
S08000022,Cervix uteri,Females,2004,29,Highland
S08000022,Cervix uteri,Females,2005,19,Highland
S08000022,Cervix uteri,Females,2006,20,Highland
S08000022,Cervix uteri,Females,2007,19,Highland
S08000022,Cervix uteri,Females,2008,26,Highland
S08000022,Cervix uteri,Females,2009,14,Highland
S08000022,Cervix uteri,Females,2010,19,Highland
S08000022,Cervix uteri,Females,2011,23,Highland
S08000022,Cervix uteri,Females,2012,12,Highland
S08000022,Cervix uteri,Females,2013,17,Highland
S08000022,Cervix uteri,Females,2014,18,Highland
S08000022,Cervix uteri,Females,2015,14,Highland
S08000022,Cervix uteri,Females,2016,20,Highland
S08000022,Cervix uteri,Females,2017,14,Highland
S08000022,Cervix uteri,Females,2018,25,Highland
S08000022,Cervix uteri,Females,2019,20,Highland
S08000022,Cervix uteri,Females,2020,16,Highland
S08000022,Cervix uteri,Females,2021,16,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,1997,218,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,1998,184,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,1999,141,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2000,132,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2001,56,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2002,112,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2003,104,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2004,150,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2005,144,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2006,154,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2007,167,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2008,243,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2009,185,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2010,162,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2011,242,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2012,181,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2013,206,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2014,182,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2015,132,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2016,113,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2017,150,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2018,125,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2019,132,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2020,66,Highland
S08000022,Carcinoma in situ of the cervix uteri,Females,2021,112,Highland
S08000022,Corpus uteri,Females,1997,19,Highland
S08000022,Corpus uteri,Females,1998,23,Highland
S08000022,Corpus uteri,Females,1999,27,Highland
S08000022,Corpus uteri,Females,2000,37,Highland
S08000022,Corpus uteri,Females,2001,34,Highland
S08000022,Corpus uteri,Females,2002,22,Highland
S08000022,Corpus uteri,Females,2003,42,Highland
S08000022,Corpus uteri,Females,2004,45,Highland
S08000022,Corpus uteri,Females,2005,37,Highland
S08000022,Corpus uteri,Females,2006,38,Highland
S08000022,Corpus uteri,Females,2007,39,Highland
S08000022,Corpus uteri,Females,2008,50,Highland
S08000022,Corpus uteri,Females,2009,52,Highland
S08000022,Corpus uteri,Females,2010,35,Highland
S08000022,Corpus uteri,Females,2011,47,Highland
S08000022,Corpus uteri,Females,2012,44,Highland
S08000022,Corpus uteri,Females,2013,65,Highland
S08000022,Corpus uteri,Females,2014,54,Highland
S08000022,Corpus uteri,Females,2015,57,Highland
S08000022,Corpus uteri,Females,2016,50,Highland
S08000022,Corpus uteri,Females,2017,61,Highland
S08000022,Corpus uteri,Females,2018,63,Highland
S08000022,Corpus uteri,Females,2019,49,Highland
S08000022,Corpus uteri,Females,2020,49,Highland
S08000022,Corpus uteri,Females,2021,62,Highland
S08000022,Ovary,Females,1997,44,Highland
S08000022,Ovary,Females,1998,45,Highland
S08000022,Ovary,Females,1999,36,Highland
S08000022,Ovary,Females,2000,39,Highland
S08000022,Ovary,Females,2001,33,Highland
